11,19,20,30,35,49,2018.1.3
18,28,31,32,44,51,2018.1.6
6,11,27,29,40,55,2018.1.10
6,7,9,18,35,46,2018.1.13
30,33,37,43,55,56,2018.1.17
2,10,19,28,29,31,2018.1.20
1,22,39,44,48,59,2018.1.24
29,33,43,45,49,56,2018.1.27
5,19,21,42,44,57,2018.1.31
8,26,27,29,49,58,2018.2.3
5,19,29,34,40,45,2018.2.7
3,12,15,29,51,58,2018.2.10
2,8,33,46,48,50,2018.2.14
5,8,9,10,38,53,2018.2.17
14,25,29,30,35,53,2018.2.21
2,11,35,40,48,55,2018.2.24
9,10,27,30,33,45,2018.2.28
15,19,20,29,42,50,2018.3.3
8,10,22,37,55,57,2018.3.7
3,7,36,42,53,59,2018.3.10
7,19,38,45,47,59,2018.3.14
7,8,13,24,45,46,2018.3.17
2,35,44,51,54,55,2018.3.21
3,11,16,36,43,59,2018.3.24
2,6,7,15,52,54,2018.3.28
6,8,20,26,35,36,2018.3.31
1,9,15,26,38,43,2018.4.4
1,4,31,33,52,55,2018.4.7
21,25,32,52,56,59,2018.4.11
10,40,42,46,47,48,2018.4.14
4,11,21,39,41,59,2018.4.18
2,8,9,12,20,57,2018.4.21
5,14,18,40,41,50,2018.4.25
3,11,37,38,43,44,2018.4.28
4,8,10,26,38,48,2018.5.2
2,9,14,49,52,56,2018.5.5
18,21,25,30,56,59,2018.5.9
1,15,21,30,35,44,2018.5.12
4,22,26,32,48,54,2018.5.16
1,3,34,36,48,52,2018.5.19
1,15,17,32,36,45,2018.5.23
9,14,19,29,39,40,2018.5.26
4,5,8,26,32,39,2018.5.30
4,32,38,43,51,58,2018.6.2
12,22,31,35,42,58,2018.6.6
3,17,20,55,56,58,2018.6.9
5,15,22,33,38,45,2018.6.13
10,18,36,37,41,46,2018.6.16
15,22,26,35,41,43,2018.6.20
1,10,15,25,31,47,2018.6.23
4,41,45,54,57,58,2018.6.27
6,28,32,45,46,49,2018.6.30
8,13,22,46,52,58,2018.7.4
17,18,29,48,52,54,2018.7.7
8,11,17,25,33,46,2018.7.11
4,8,13,26,41,55,2018.7.14
22,34,44,49,51,53,2018.7.18
9,13,16,25,40,46,2018.7.21
5,19,20,23,30,43,2018.7.25
11,29,31,32,38,45,2018.7.28
15,17,18,34,46,54,2018.8.1
5,17,23,25,34,51,2018.8.4
8,19,20,27,31,34,2018.8.8
1,3,10,18,19,37,2018.8.11
3,28,34,41,48,58,2018.8.15
1,2,6,12,13,55,2018.8.18
15,20,21,25,34,47,2018.8.22
9,22,33,39,41,56,2018.8.25
19,23,30,50,51,54,2018.8.29
3,21,22,38,46,55,2018.9.1
12,18,22,23,48,59,2018.9.5
7,19,33,34,52,53,2018.9.8
11,12,13,14,54,56,2018.9.12
25,42,48,50,55,58,2018.9.15
7,20,25,26,34,40,2018.9.19
5,16,18,20,25,55,2018.9.22
3,8,37,39,47,59,2018.9.26
17,36,40,44,54,58,2018.9.29
3,5,11,25,27,45,2018.10.3
23,26,30,32,37,39,2018.10.6
10,49,50,53,54,56,2018.10.10
19,26,40,52,56,58,2018.10.13
1,5,6,20,51,54,2018.10.17
12,18,40,42,46,59,2018.10.20
9,22,32,40,51,59,2018.10.24
1,6,25,26,31,39,2018.10.27
5,14,20,24,28,45,2018.10.31
16,31,41,45,47,52,2018.11.3
4,5,9,40,46,59,2018.11.7
7,12,17,38,42,44,2018.11.10
4,11,20,45,48,53,2018.11.14
4,5,9,12,17,42,2018.11.17
24,31,35,42,46,53,2018.11.21
15,27,30,32,42,43,2018.11.24
36,39,45,46,48,52,2018.11.28
5,8,9,12,31,49,2018.12.1
1,6,13,23,45,56,2018.12.5
6,23,36,38,43,48,2018.12.8
3,22,31,46,51,59,2018.12.12
5,26,34,35,43,49,2018.12.15
12,24,33,34,39,56,2018.12.19
4,15,17,24,32,56,2018.12.22
7,14,35,45,54,58,2018.12.26
26,31,38,40,45,57,2018.12.29
