8,9,10,35,40,53,2019.1.2
18,25,27,28,32,47,2019.1.5
3,17,36,42,51,57,2019.1.9
13,29,32,43,49,55,2019.1.12
1,12,44,48,54,55,2019.1.16
11,15,17,22,31,52,2019.1.19
5,27,30,41,45,58,2019.1.23
29,40,42,47,51,56,2019.1.26
7,22,31,43,47,58,2019.1.30
1,6,41,53,55,59,2019.2.2
3,16,24,41,44,53,2019.2.6
25,27,31,36,38,47,2019.2.9
4,8,26,31,42,45,2019.2.13
11,15,18,43,46,51,2019.2.16
3,11,17,33,41,51,2019.2.20
6,9,38,40,42,48,2019.2.23
19,20,22,31,51,54,2019.2.27
4,8,16,19,33,45,2019.3.2
2,12,15,43,46,53,2019.3.6
22,27,35,40,46,52,2019.3.9
1,11,29,40,46,48,2019.3.13
6,26,32,37,42,59,2019.3.16
2,19,35,53,56,58,2019.3.20
6,26,30,50,52,59,2019.3.23
13,18,25,35,39,50,2019.3.27
3,27,35,45,54,55,2019.3.30
5,9,17,26,35,52,2019.4.3
5,8,22,33,36,43,2019.4.6
20,22,36,42,48,49,2019.4.10
4,10,15,24,37,38,2019.4.13
8,23,28,42,43,51,2019.4.17
7,8,11,17,34,54,2019.4.20
22,29,35,41,43,51,2019.4.24
1,7,26,34,52,53,2019.4.27
10,12,23,29,35,57,2019.5.1
16,17,35,39,40,55,2019.5.4
16,19,31,35,45,56,2019.5.8
13,14,19,45,49,55,2019.5.11
8,11,18,39,44,50,2019.5.15
7,22,23,26,31,54,2019.5.18
7,27,31,36,37,50,2019.5.22
5,9,26,35,43,54,2019.5.25
3,15,27,32,46,53,2019.5.29
8,26,36,39,40,47,2019.6.1
11,20,23,32,33,56,2019.6.5
12,13,22,37,42,55,2019.6.8
6,16,34,36,37,53,2019.6.12
7,40,42,47,52,54,2019.6.15
22,26,31,39,47,55,2019.6.19
6,9,17,32,44,57,2019.6.22
5,7,9,24,32,44,2019.6.26
11,32,43,44,47,52,2019.6.29
10,20,27,29,38,52,2019.7.3
24,30,44,50,56,57,2019.7.6
4,10,11,17,53,54,2019.7.10
18,25,29,32,35,58,2019.7.13
5,8,40,41,43,45,2019.7.17
14,18,23,28,36,37,2019.7.20
2,4,17,28,37,45,2019.7.24
14,19,30,45,48,58,2019.7.27
9,18,20,42,43,46,2019.7.31
8,30,34,44,45,57,2019.8.3
7,11,36,44,52,58,2019.8.7
5,8,9,17,23,29,2019.8.10
14,16,24,28,30,53,2019.8.14
6,9,10,41,46,58,2019.8.17
11,14,26,51,53,58,2019.8.21
27,36,39,45,46,55,2019.8.24
1,40,41,49,52,57,2019.8.28
5,10,16,26,41,58,2019.8.31
11,13,32,40,45,49,2019.9.4
3,13,27,30,32,37,2019.9.7
4,9,26,35,38,53,2019.9.11
6,10,14,19,26,43,2019.9.14
1,25,28,34,39,57,2019.9.18
18,23,32,33,34,41,2019.9.21
3,4,16,39,43,52,2019.9.25
2,19,21,23,29,42,2019.9.28
13,15,20,37,42,47,2019.10.2
4,8,12,13,32,34,2019.10.5
14,22,40,44,55,58,2019.10.9
23,27,30,36,40,42,2019.10.12
4,5,18,29,40,47,2019.10.16
8,15,17,31,33,52,2019.10.19
5,29,30,39,53,58,2019.10.23
16,23,26,38,56,59,2019.10.26
2,8,19,41,51,56,2019.10.30
13,16,28,34,41,56,2019.11.2
17,22,25,27,32,35,2019.11.6
2,11,16,46,51,58,2019.11.9
1,2,7,9,44,55,2019.11.13
2,10,25,51,56,59,2019.11.16
8,17,31,47,49,52,2019.11.20
23,25,28,38,47,58,2019.11.23
7,16,22,39,48,55,2019.11.27
8,16,24,36,40,57,2019.12.30
9,13,21,25,28,31,2019.12.4
6,20,27,34,35,57,2019.12.7
7,14,16,33,35,47,2019.12.11
2,21,23,32,44,49,2019.12.14
13,15,36,44,50,56,2019.12.18
12,27,33,36,42,45,2019.12.21
5,10,11,45,54,58,2019.12.25
1,2,12,23,41,55,2019.12.28
