10,29,37,42,48,49,2017.1.4
8,16,33,36,45,51,2017.1.7
21,26,29,35,46,59,2017.1.11
14,19,21,36,53,54,2017.1.14
8,14,20,27,28,53,2017.1.18
4,13,37,40,52,58,2017.1.21
4,9,20,23,37,53,2017.1.25
5,21,23,34,43,45,2017.1.28
6,8,15,31,45,58,2017.2.1
6,9,27,30,40,50,2017.2.4
7,23,41,44,49,54,2017.2.8
15,18,23,42,43,52,2017.2.11
17,23,28,38,47,56,2017.2.15
11,13,21,37,49,59,2017.2.18
1,16,28,31,38,54,2017.2.22
18,24,34,38,41,49,2017.2.25
2,7,21,22,47,53,2017.3.1
24,38,39,40,49,56,2017.3.4
11,19,22,42,43,49,2017.3.8
6,15,23,29,55,57,2017.3.11
6,24,27,38,39,58,2017.3.15
3,8,19,26,37,41,2017.3.18
6,11,12,19,27,31,2017.3.22
39,48,52,53,54,58,2017.3.25
5,6,16,32,42,51,2017.3.29
1,2,11,23,25,54,2017.4.1
10,16,18,32,42,45,2017.4.5
14,23,36,45,47,50,2017.4.8
3,16,34,42,49,52,2017.4.12
8,10,16,19,23,31,2017.4.15
4,27,47,54,55,59,2017.4.19
4,6,34,37,42,52,2017.4.22
12,15,30,43,47,59,2017.4.26
24,29,30,36,46,48,2017.4.29
13,22,24,34,41,57,2017.5.3
5,34,36,38,39,48,2017.5.6
7,12,17,35,37,58,2017.5.10
7,14,15,21,23,57,2017.5.13
3,19,20,24,30,38,2017.5.17
7,8,13,29,43,53,2017.5.20
3,30,44,45,55,59,2017.5.24
20,22,31,39,41,54,2017.5.27
18,23,28,52,56,59,2017.5.31
12,19,21,38,47,51,2017.6.3
6,8,12,36,37,41,2017.6.7
10,18,28,35,36,50,2017.6.10
2,4,14,23,34,46,2017.6.14
1,11,16,20,24,44,2017.6.17
1,3,5,11,15,43,2017.6.21
4,16,26,39,42,54,2017.6.24
2,10,21,23,54,56,2017.6.28
2,19,36,52,54,59,2017.7.1
16,18,25,27,29,57,2017.7.5
1,11,18,27,32,50,2017.7.8
7,14,19,38,40,45,2017.7.12
7,8,14,47,56,58,2017.7.15
2,6,14,16,25,36,2017.7.19
5,13,21,35,41,47,2017.7.22
5,10,29,35,55,56,2017.7.26
1,26,41,55,56,59,2017.7.29
4,6,24,35,45,52,2017.8.2
14,24,30,45,49,56,2017.8.5
5,9,25,34,51,59,2017.8.9
10,27,49,52,55,56,2017.8.12
7,17,28,43,44,45,2017.8.16
12,25,39,46,52,55,2017.8.19
8,16,21,41,44,56,2017.8.23
20,25,34,41,42,52,2017.8.26
34,42,46,57,58,59,2017.8.30
30,33,35,40,41,59,2017.9.2
16,30,34,50,52,53,2017.9.6
4,7,13,49,56,58,2017.9.9
4,11,14,21,29,56,2017.9.13
1,6,31,37,49,50,2017.9.16
8,20,25,50,51,58,2017.9.20
17,18,26,39,54,56,2017.9.23
30,35,45,47,52,55,2017.9.27
13,18,21,30,50,54,2017.9.30
12,20,32,38,48,54,2017.10.4
15,20,30,37,47,51,2017.10.7
17,38,49,54,55,56,2017.10.11
6,22,40,43,47,58,2017.10.14
11,12,15,22,27,44,2017.10.18
3,31,37,41,44,59,2017.10.21
1,3,11,37,49,58,2017.10.25
8,15,33,42,55,58,2017.10.28
13,14,18,19,21,36,2017.11.1
6,20,23,29,35,53,2017.11.4
2,17,25,32,42,49,2017.11.8
4,16,27,30,41,49,2017.11.11
2,11,22,36,51,59,2017.11.15
1,20,24,36,54,58,2017.11.18
2,16,17,27,36,37,2017.11.22
4,7,29,45,54,56,2017.11.25
20,32,42,43,53,58,2017.11.29
4,9,13,32,46,50,2017.12.2
3,19,24,31,50,52,2017.12.6
2,32,37,39,46,54,2017.12.9
6,14,23,24,43,58,2017.12.13
22,25,35,45,46,57,2017.12.16
10,20,28,38,41,46,2017.12.20
20,32,36,44,47,56,2017.12.23
18,36,48,57,58,59,2017.12.27
33,37,42,47,55,58,2017.12.30
